market,index_name,ticker,announce_date,effective_date,batch_id,security_name,event_type,inclusion,source,source_url,note,sector,treatment_group,matched_to_event_id
CN,CSI300,688271,2023-11-24,2023-12-08,csi300-2023-11,联影医疗,addition,1,CSIndex adjustment attachment manual transcription,https://m.sohu.com/a/738946563_313170/,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,000069,2024-05-31,2024-06-14,csi300-2024-05,华侨城A,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,000877,2024-05-31,2024-06-14,csi300-2024-05,天山股份,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,002202,2024-05-31,2024-06-14,csi300-2024-05,金风科技,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,300763,2024-05-31,2024-06-14,csi300-2024-05,锦浪科技,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600606,2024-05-31,2024-06-14,csi300-2024-05,绿地控股,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600754,2024-05-31,2024-06-14,csi300-2024-05,锦江酒店,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,601155,2024-05-31,2024-06-14,csi300-2024-05,新城控股,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,601615,2024-05-31,2024-06-14,csi300-2024-05,明阳智能,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,603290,2024-05-31,2024-06-14,csi300-2024-05,斯达半导,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,603486,2024-05-31,2024-06-14,csi300-2024-05,科沃斯,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,688065,2024-05-31,2024-06-14,csi300-2024-05,凯赛生物,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,688561,2024-05-31,2024-06-14,csi300-2024-05,奇安信-U,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,000807,2024-05-31,2024-06-14,csi300-2024-05,云铝股份,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,001965,2024-05-31,2024-06-14,csi300-2024-05,招商公路,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,300418,2024-05-31,2024-06-14,csi300-2024-05,昆仑万维,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,300442,2024-05-31,2024-06-14,csi300-2024-05,润泽科技,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,300832,2024-05-31,2024-06-14,csi300-2024-05,新产业,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600026,2024-05-31,2024-06-14,csi300-2024-05,中远海能,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600027,2024-05-31,2024-06-14,csi300-2024-05,华电国际,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600161,2024-05-31,2024-06-14,csi300-2024-05,天坛生物,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600415,2024-05-31,2024-06-14,csi300-2024-05,小商品城,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,603296,2024-05-31,2024-06-14,csi300-2024-05,华勤技术,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,688009,2024-05-31,2024-06-14,csi300-2024-05,中国通号,addition,1,CSIndex adjustment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,688082,2024-05-31,2024-06-14,csi300-2024-05,盛美上海,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20240603103700580411950,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,002007,2025-05-30,2025-06-13,csi300-2025-05,华兰生物,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,002271,2025-05-30,2025-06-13,csi300-2025-05,东方雨虹,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,002555,2025-05-30,2025-06-13,csi300-2025-05,三七互娱,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,002812,2025-05-30,2025-06-13,csi300-2025-05,恩捷股份,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,300450,2025-05-30,2025-06-13,csi300-2025-05,先导智能,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,600745,2025-05-30,2025-06-13,csi300-2025-05,闻泰科技,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,603659,2025-05-30,2025-06-13,csi300-2025-05,璞泰来,deletion,0,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,001391,2025-05-30,2025-06-13,csi300-2025-05,国货航,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,002600,2025-05-30,2025-06-13,csi300-2025-05,领益智造,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,301236,2025-05-30,2025-06-13,csi300-2025-05,软通动力,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,302132,2025-05-30,2025-06-13,csi300-2025-05,中航成飞,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,601077,2025-05-30,2025-06-13,csi300-2025-05,渝农商行,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,601825,2025-05-30,2025-06-13,csi300-2025-05,沪农商行,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
CN,CSI300,688047,2025-05-30,2025-06-13,csi300-2025-05,龙芯中科,addition,1,CSIndex adjustment attachment manual transcription,https://caifuhao.eastmoney.com/news/20250603115336028380800,Transcribed from public news reproduction of official CSIndex attachment,,1.0,
US,S&P500,RX,2010-02-26,2010-02-26,sp500-20100226,IMS Health,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Taken private,,,
US,S&P500,HP,2010-02-26,2010-02-26,sp500-20100226,Helmerich & Payne,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Taken private,,,
US,S&P500,BJS,2010-04-29,2010-04-29,sp500-20100429,BJ Services,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Baker Hughes [ 245 ],,,
US,S&P500,CERN,2010-04-29,2010-04-29,sp500-20100429,Cerner,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Baker Hughes [ 245 ],,,
US,S&P500,XTO,2010-06-22,2010-06-28,sp500-20100628,XTO Energy,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by ExxonMobil [ 244 ],,,
US,S&P500,KMX,2010-06-22,2010-06-28,sp500-20100628,CarMax,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by ExxonMobil [ 244 ],,,
US,S&P500,STR,2010-06-23,2010-06-30,sp500-20100630,Questar,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,"Company split. QEP retained, but ticker changed. [ 243 ]",,,
US,S&P500,QEP,2010-06-23,2010-06-30,sp500-20100630,QEP Resources,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,"Company split. QEP retained, but ticker changed. [ 243 ]",,,
US,S&P500,MIL,2010-07-08,2010-07-14,sp500-20100714,Millipore,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Merck KGaA (MKGAY) [ 242 ],,,
US,S&P500,CB,2010-07-08,2010-07-14,sp500-20100714,Chubb,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Merck KGaA (MKGAY) [ 242 ],Financials,,
US,S&P500,SII,2010-08-19,2010-08-26,sp500-20100826,Smith International,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Schlumberger (SLB) [ 241 ],,,
US,S&P500,TYC,2010-08-19,2010-08-26,sp500-20100826,Tyco International,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Schlumberger (SLB) [ 241 ],,,
US,S&P500,PTV,2010-11-10,2010-11-17,sp500-20101117,Pactiv,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Reynolds Group Holdings acquired Pactiv. [ 240 ],,,
US,S&P500,IR,2010-11-10,2010-11-17,sp500-20101117,Ingersoll-Rand,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Reynolds Group Holdings acquired Pactiv. [ 240 ],Industrials,,
US,S&P500,EK,2010-12-09,2010-12-17,sp500-20101217,Eastman Kodak,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market Cap changes. [ 239 ],,,
US,S&P500,KG,2010-12-09,2010-12-17,sp500-20101217,King Pharmaceuticals,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Pfizer . [ 239 ],,,
US,S&P500,NYT,2010-12-17,2010-12-17,sp500-20101217,The New York Times Company,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market Cap changes.,,,
US,S&P500,ODP,2010-12-17,2010-12-17,sp500-20101217,Office Depot,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market Cap changes.,,,
US,S&P500,CVC,2010-12-09,2010-12-17,sp500-20101217,Cablevision,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Pfizer . [ 239 ],,,
US,S&P500,FFIV,2010-12-09,2010-12-17,sp500-20101217,F5 Networks,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market Cap changes. [ 239 ],Information Technology,,
US,S&P500,NFLX,2010-12-17,2010-12-17,sp500-20101217,Netflix,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market Cap changes.,Communication Services,,
US,S&P500,NFX,2010-12-17,2010-12-17,sp500-20101217,Newfield Exploration,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market Cap changes.,,,
US,S&P500,MDP,2010-12-23,2011-01-03,sp500-20110103,Meredith Corp,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,S&P constituent Motorola spun off Motorola Mobility. [ 238 ],,,
US,S&P500,MMI,2010-12-23,2011-01-03,sp500-20110103,Motorola Mobility,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,S&P constituent Motorola spun off Motorola Mobility. [ 238 ],,,
US,S&P500,AYE,2011-02-16,2011-02-25,sp500-20110225,Allegheny Energy,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by First Energy (FE). [ 237 ],,,
US,S&P500,JOYG,2011-02-16,2011-02-25,sp500-20110225,Joy Global,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by First Energy (FE). [ 237 ],,,
US,S&P500,MFE,2011-02-28,2011-02-28,sp500-20110228,McAfee,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Intel [ 236 ],,,
US,S&P500,COV,2011-02-28,2011-02-28,sp500-20110228,Covidien,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Intel [ 236 ],,,
US,S&P500,Q,2011-03-25,2011-03-31,sp500-20110331,Qwest Communications,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by CenturyLink [ 235 ],Information Technology,,
US,S&P500,EW,2011-03-25,2011-03-31,sp500-20110331,Edwards Lifesciences,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by CenturyLink [ 235 ],Health Care,,
US,S&P500,GENZ,2011-03-29,2011-04-01,sp500-20110401,Genzyme,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Sanofi Aventis (SNY) [ 234 ],,,
US,S&P500,BLK,2011-03-29,2011-04-01,sp500-20110401,BlackRock,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Sanofi Aventis (SNY) [ 234 ],Financials,,
US,S&P500,NOVL,2011-04-27,2011-04-27,sp500-20110427,Novell,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by private equity firms. [ 233 ],,,
US,S&P500,CMG,2011-04-27,2011-04-27,sp500-20110427,Chipotle Mexican Grill,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by private equity firms. [ 233 ],Consumer Discretionary,,
US,S&P500,MEE,2011-06-01,2011-06-01,sp500-20110601,Massey Energy,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Alpha Natural Resources acquired Massey Energy. [ 232 ],,,
US,S&P500,ANR,2011-06-01,2011-06-01,sp500-20110601,Alpha Natural Resources,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Alpha Natural Resources acquired Massey Energy. [ 232 ],,,
US,S&P500,RSH,2011-06-30,2011-06-30,sp500-20110630,RadioShack,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization adjustments. [ 231 ],,,
US,S&P500,MPC,2011-06-30,2011-06-30,sp500-20110630,Marathon Oil,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization adjustments. [ 231 ],Energy,,
US,S&P500,MI,2011-06-27,2011-07-05,sp500-20110705,Marshall & Ilsley,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Marshall & Iisley is being bought by Bank of Montreal [ 230 ],,,
US,S&P500,ACN,2011-06-27,2011-07-05,sp500-20110705,Accenture,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Marshall & Iisley is being bought by Bank of Montreal [ 230 ],Information Technology,,
US,S&P500,NSM,2011-09-21,2011-09-23,sp500-20110923,National Semiconductor,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Texas Instruments (TXN). [ 229 ],,,
US,S&P500,MOS,2011-09-21,2011-09-23,sp500-20110923,The Mosaic Company,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Texas Instruments (TXN). [ 229 ],Materials,,
US,S&P500,CEPH,2011-10-11,2011-10-14,sp500-20111014,Cephalon,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Teva Pharmaceutical Industries (TEVA). [ 228 ],,,
US,S&P500,TEL,2011-10-11,2011-10-14,sp500-20111014,TE Connectivity,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Teva Pharmaceutical Industries (TEVA). [ 228 ],Information Technology,,
US,S&P500,ITT,2011-10-24,2011-10-31,sp500-20111031,ITT,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Spun off from ITT Corp. [ 227 ],,,
US,S&P500,XYL,2011-10-24,2011-10-31,sp500-20111031,Xylem,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Spun off from ITT Corp. [ 227 ],Industrials,,
US,S&P500,JNS,2011-11-18,2011-11-18,sp500-20111118,Janus Capital Group,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Janus Capital Group's market capitalization is less than $1.2 billion and is no longer representative of the large cap market space. [ 226 ],,,
US,S&P500,CBE,2011-11-18,2011-11-18,sp500-20111118,Cooper Industries,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Janus Capital Group's market capitalization is less than $1.2 billion and is no longer representative of the large cap market space. [ 226 ],,,
US,S&P500,GAS,2011-12-08,2011-12-12,sp500-20111212,Nicor Gas,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,"Nicor acquired by AGL, which retained the GAS ticker. [ 225 ]",,,
US,S&P500,GAS,2011-12-08,2011-12-12,sp500-20111212,AGL Resources.,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,"Nicor acquired by AGL, which retained the GAS ticker. [ 225 ]",,,
US,S&P500,AKS,2011-12-16,2011-12-16,sp500-20111216,AK Steel,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes [ 224 ],,,
US,S&P500,MWW,2011-12-16,2011-12-16,sp500-20111216,Monster Worldwide,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes,,,
US,S&P500,WFR,2011-12-16,2011-12-16,sp500-20111216,MEMC Electronic Materials,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes,,,
US,S&P500,BWA,2011-12-16,2011-12-16,sp500-20111216,BorgWarner,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes [ 224 ],,,
US,S&P500,DLTR,2011-12-16,2011-12-16,sp500-20111216,Dollar Tree,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes,Consumer Staples,,
US,S&P500,PRGO,2011-12-16,2011-12-16,sp500-20111216,Perrigo,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes,,,
US,S&P500,TLAB,2011-12-20,2011-12-20,sp500-20111220,Tellabs,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Expedia spun off TripAdvisor. [ 223 ],,,
US,S&P500,TRIP,2011-12-20,2011-12-20,sp500-20111220,TripAdvisor,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Expedia spun off TripAdvisor. [ 223 ],,,
US,S&P500,CPWR,2011-12-11,2011-12-31,sp500-20111231,Compuware,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes [ 222 ],,,
US,S&P500,WPX,2011-12-11,2011-12-31,sp500-20111231,WPX Energy,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Market capitalization changes [ 222 ],,,
US,S&P500,CEG,2012-03-12,2012-03-13,sp500-20120313,Constellation Energy Group,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Exelon Corp. (EXC) [ 221 ],Utilities,,
US,S&P500,CCI,2012-03-12,2012-03-13,sp500-20120313,Crown Castle,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Exelon Corp. (EXC) [ 221 ],Real Estate,,
US,S&P500,MHS,2012-04-02,2012-04-03,sp500-20120403,Medco Health Solutions,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Express Scripts (ESRX) [ 220 ],,,
US,S&P500,FOSL,2012-04-02,2012-04-03,sp500-20120403,Fossil,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Express Scripts (ESRX) [ 220 ],,,
US,S&P500,SVU,2012-04-23,2012-04-23,sp500-20120423,Supervalu,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,ConocoPhillips spun off Phillips 66 [ 219 ],,,
US,S&P500,PSX,2012-04-23,2012-04-23,sp500-20120423,Phillips 66,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,ConocoPhillips spun off Phillips 66 [ 219 ],Energy,,
US,S&P500,EP,2012-05-17,2012-05-17,sp500-20120517,El Paso Corporation,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Kinder Morgan (KMI) [ 218 ],,,
US,S&P500,KMI,2012-05-17,2012-05-17,sp500-20120517,Kinder Morgan,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Kinder Morgan (KMI) [ 218 ],Energy,,
US,S&P500,MMI,2012-05-21,2012-05-21,sp500-20120521,Motorola Mobility,deletion,0,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Google (GOOG) [ 217 ],,,
US,S&P500,ALXN,2012-05-21,2012-05-21,sp500-20120521,Alexion Pharmaceuticals,addition,1,Wikipedia S&P 500 changes table with S&P Dow Jones citation dates,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,Acquired by Google (GOOG) [ 217 ],,,
